School Name,Website,About,Admissions,Fees
Harrow School,https://www.harrowschool.org.uk/,URL Error: Page not found,"Each year, the School admits around 160 boys into Year 9, in the September following their 13th birthday, and up to 20 boys, normally aged 16, into Year 12 (Sixth Form).
In line with our Admissions Policy, which is referenced in our terms and conditions, we welcome applications from boys who:
will thrive in a boarding environment and make the most of the opportunities offered at Harrow;
will make a positive contribution to the life of the School, both inside and outside the classroom;
are talented in their academic studies, or in sport, the arts or in other areas; and
have a good behavioural record and the potential to show leadership.
In addition to these attributes, suitable Year 12 applicants are likely to be predicted at least seven or eight passes at GCSE (or equivalent) at grade 7/8/9 (A/A*).
Harrow Admissions Ambassador
Admissions Systems Lead
Dr Gitanjali Bhattacharya
Head of Access and Partnerships
Regional Access Officer
Access Support Officer",URL Error: Page not found
