School Name,Website,About,Admissions,Fees
Harrow School,https://www.harrowschool.org.uk/,"404 - PAGE NOT FOUND
Email this page
Print this page","HOME
>
ADMISSIONS
ADMISSIONS
Each year, the School admits around 160 boys into Year 9, in the September following their 13th birthday, and up to 20 boys, normally aged 16, into Year 12 (Sixth Form).
In line with our Admissions Policy, which is referenced in our terms and conditions, we welcome applications from boys who:
will thrive in a boarding environment and make the most of the opportunities offered at Harrow;
will make a positive contribution to the life of the School, both inside and outside the classroom;
are talented in their academic studies, or in sport, the arts or in other areas; and
have a good behavioural record and the potential to show leadership.
In addition to these attributes, suitable Year 12 applicants are likely to be predicted at least seven or eight passes at GCSE (or equivalent) at grade 7/8/9 (A/A*). 
ADMISSIONS POLICY
The Admissions Team
Dr Eric Sie
Registrar
Philip Evans
Deputy Registrar
Carl Rycroft
Harrow Admissions Ambassador
Natalya Silcott
Awards Registrar 
Eugene Higgins
Sixth Form Registrar 
Bella Nicholson
Assistant Registrar
Shabri Dalal
Admissions Systems Lead
Lisa Turner
Visits Officer
Heshna Aujayeb
Admissions Assistant
Sarah Mann
Admissions Assistant
The Access Team
Dr Gitanjali Bhattacharya
Head of Access and Partnerships
Nicola Dunne
Regional Access Officer
Saara Arab-Cruz
Access Support Officer
  Print this page","404 - PAGE NOT FOUND
Email this page
Print this page"
